id,name,category,section,price,description,talle,medidas,estado,img,img2,sizes,is_new,is_sold,created_at,images,categories,sort_order
6dd44137-9f07-4c30-866d-4a3d38357fc1,Sweater Nautica Jeans Co. NJ99 Knit – Hombre,sweaters,arriba,80000,"Tejido de punto grueso, suave al tacto, firme y en excelente estado. Sin bolitas, sin manchas ni desgaste. Puños y cintura conservan su elasticidad. Ideal para otoño e invierno.",XL - Oversize,Ancho 65cm | Largo 78cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/6dd44137-9f07-4c30-866d-4a3d38357fc1/1782931140403-ho5vj5.webp,,"[""XXL""]",true,false,2026-07-01 17:34:43.935689+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/6dd44137-9f07-4c30-866d-4a3d38357fc1/1782931140403-ho5vj5.webp""]","[""sweaters""]",27
6f9ec43a-0921-4cf4-aca4-dc8194e7bc25,Hoodie Adidas Essentials Negro – Unisex,hoodies,arriba,35000,Detalles: Leve desgaste general,S - Para M,Ancho 55cm | Largo 69cm,"8,5/10",https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/6f9ec43a-0921-4cf4-aca4-dc8194e7bc25/1783012161902-tzzhsy.webp,,"[""M""]",true,true,2026-06-30 19:42:23.120211+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/6f9ec43a-0921-4cf4-aca4-dc8194e7bc25/1783012161902-tzzhsy.webp""]","[""hoodies""]",0
7a04b910-17f2-4e38-ab6e-e2bb62207f69,Hoodie Polar Salomon Fleece Y2K Logo Debossed – Hombre,hoodies,arriba,60000,"Pieza gorpcore de los 2000s en <strong> color celeste vivo</strong>. Confeccionado en <strong>polar fleece de alta densidad</strong>, suave, liviano y abrigado por dentro. <strong>Fit boxy oversize</strong> con caída recta y capucha estructurada que mantiene la forma, sin cordones para estética minimal.
<strong>Logo Salomon debossed</strong> en pecho, <strong>canguro frontal amplio</strong> y mangas con caida amplea + cintura recta.",L,Ancho 59cm | Largo 72cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Hoodie%20Polar%20Salomon.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Hoodie%20Polar%20Salomon%201.webp,"[""L""]",true,false,2026-06-23 16:38:53.708796+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Hoodie%20Polar%20Salomon.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Hoodie%20Polar%20Salomon%201.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Hoodie%20Polar%20Salomon%202.webp""]","[""hoodies"",""polares""]",33
82e65f95-a2a9-45a4-b6ad-273f5a63a25e,Hoodie Champion Crewneck Reverse Weave Big Logo 90s – Unisex,hoodies,arriba,150000,"<strong>Confección que no se deforma</strong>, con interior afelpado y corte loose oversize. <strong>Color amarillo vibrante con gran logo C verde, script Champion fucsia bordado en pecho y linea celeste, triple logo en manga derecha bordados y C clásico en puño.</strong> Sin uso, sin pelusas, sin detalles. Oversize a gusto, va bien para M,L y XL. <strong>Pieza unica, colección vintage 90s, difícil de conseguir en este color, logos y calidad.</strong>",L o XL - Oversize,Ancho 67cm | Largo 74cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1782924011974-yj6ipk.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1783461609432-7l4b3i.webp,"[""L""]",true,false,2026-06-30 15:58:30.897945+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1782924011974-yj6ipk.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1783461609432-7l4b3i.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1783461608981-1h1zxi.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1783461609878-reqr4s.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/82e65f95-a2a9-45a4-b6ad-273f5a63a25e/1783461610429-ossu89.webp""]","[""hoodies""]",9
8316e142-32ec-46d0-b8b0-8bb33bd947a3,Campera Schmind x Realtree Fleece – Mujer,camperas zip,arriba,60000,,XXXL - Para XXL,Ancho 68cm | Largo 72cm,"8,5/10",https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783009939053-xczrgo/1783010092397-0h0kd6.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783009939053-xczrgo/1783010091502-yuvnbs.webp,"[""XXL""]",true,false,2026-07-02 16:36:37.434767+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783009939053-xczrgo/1783010092397-0h0kd6.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783009939053-xczrgo/1783010091502-yuvnbs.webp""]","[""camperas zip"",""camperas""]",21
84f3e4c6-8a16-45ac-a118-ada41677fe3d,Polar Zip Quechua Stratermic,polares,arriba,65000,,L - Para M,Ancho 52cm | Largo 58cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037780004-tkd5h0.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037777508-4096mn.webp,"[""M""]",true,false,2026-07-03 00:04:55.159694+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037780004-tkd5h0.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037777508-4096mn.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037779458-fag2qu.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/84f3e4c6-8a16-45ac-a118-ada41677fe3d/1783037778527-dgu4ro.webp""]","[""polares"",""camperas zip""]",15
8f9458be-38b9-4e51-b6d1-4b926644b0d1,Hoodie Reebok Crewneck Big Logo – Unisex,hoodies,arriba,60000,"<strong> Color Azul Marino</strong>. <strong> Big Logo estampado </strong>, muy suave, comodo y liviano.
Detalles: Ninguno",L,Ancho 58cm | Largo 68cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/8f9458be-38b9-4e51-b6d1-4b926644b0d1/1782924040728-u26v3p.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782780584977-fukxje/1782780598361-2lqzi7.webp,"[""L""]",true,false,2026-06-30 00:55:16.778617+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/8f9458be-38b9-4e51-b6d1-4b926644b0d1/1782924040728-u26v3p.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782780584977-fukxje/1782780598361-2lqzi7.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782780584977-fukxje/1782780595567-3tf59e.webp""]","[""hoodies""]",30
96b145c7-99af-41fa-b262-2b4c781a4608,Polar The North Face Full Zip Fleece Jacket - Mujer,polares,arriba,75000,"Polar con cierres completo, refuerzos en nylon en pecho y hombros, bolsillo en el pecho y dos bolsillos laterales con cierres YKK.
Detalles: Presenta leve desgaste estético general en el fleece exterior, propio del uso, sin afectar su funcionamiento.",S - Para M,Ancho 52cm | Largo 62cm,9/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931189243-7btnxu.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931313037-ahtt1n.webp,"[""M""]",true,false,2026-07-01 18:11:27.177566+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931189243-7btnxu.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931313037-ahtt1n.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931312617-od2b8y.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/96b145c7-99af-41fa-b262-2b4c781a4608/1782931313550-gq3nqa.webp""]","[""polares"",""camperas zip""]",7
9e604bb0-8e43-4ed3-bb09-3e70719a31c0,Campera Zip Track Jacket Narrow Y2K Retro – Hombre,camperas zip,arriba,45000,"<strong>Narrow Sportswear</strong> Zip-Up <strong>Y2K Retro</strong>
Amarillo, gris y líneas negras. <strong>Cuello alto reforzado.</strong> <strong>Cierre YKK original.</strong> 2 bolsillos laterales. <strong>Patch Narrow bordado en pecho</strong> & etiqueta original. Tela microfibra sin desgaste. Colorway <strong>amarillo, gris y negro.</strong> Fit <strong>Regular.</strong>",M - Para L,Ancho 52cm | Largo 72cm,"9,5/10",https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow%201.webp,"[""L""]",true,false,2026-06-22 02:38:20.317244+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow%201.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow%202.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Campera%20Zip%20Narrow%203.webp""]","[""camperas zip""]",34
a380e075-31ed-4e8a-a99f-871a3462ef91,Jogger Nike Club Fleece 2010s – Unisex,pantalones,abajo,54000,"Pantalon de <strong>algodón fleece de alta densidad</strong>, suave por dentro y resistente por fuera. El fit es <strong>medium relaxed</strong> ,cuenta con puños en tobillo para silueta limpia.  <strong>Logo Nike & swoosh bordado</strong> en muslo, <strong>cordón ajustable</strong> en cintura elástica y <strong>bolsillos laterales</strong> + <strong>bolsillo trasero con botón de acero</strong>. Este botón metálico lo diferencia de los Nike base actuales.",S - Para M,Cintura 37cm - Exp. 53cm | Largo 92cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike%203.webp,"[""M""]",true,true,2026-06-22 15:49:33.788882+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike%203.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike%201.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/Jogging%20Nike%202.webp""]","[""pantalones""]",31
b3a3348c-48ef-4fc4-adbd-38f7b6c0cbf3,Campera Zip Narrow UNLTD – Hombre,camperas zip,arriba,38000,"Algodón grueso, de muy buena calidad y abrigado",L - Para M,Ancho 62cm | Largo 63cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783203648047-8279e3/1783203657761-1qlp46.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783203648047-8279e3/1783203657345-r0truv.webp,"[""M""]",true,false,2026-07-04 22:24:00.444125+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783203648047-8279e3/1783203657761-1qlp46.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1783203648047-8279e3/1783203657345-r0truv.webp""]","[""camperas zip""]",17
c4fc142d-2981-4fd0-a89a-06011845614e,Hoodie Nike – Hombre,hoodies,arriba,45000,Detalles: Leve desgaste general,L,Ancho 64cm | Largo 70cm,"9,5/10",https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782955637567-01zqs6/1782955645683-x0ebis.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782955637567-01zqs6/1782955659122-jqz8c1.webp,"[""L""]",true,false,2026-07-02 01:29:05.512967+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782955637567-01zqs6/1782955645683-x0ebis.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782955637567-01zqs6/1782955659122-jqz8c1.webp""]","[""hoodies""]",23
c64a2d10-5e96-406c-88d1-a5d4171de0b9,Hoodie Nike Sportswear Club Fleece – Unisex,hoodies,arriba,45000,"Tela muy suave y comodo, color Celeste pastel
Detalles: No cuenta con su etiqueta superior.",M,Ancho 58cm | Largo 66cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/c64a2d10-5e96-406c-88d1-a5d4171de0b9/1782924055822-qad2m7.webp,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/c64a2d10-5e96-406c-88d1-a5d4171de0b9/1783461598837-1lu7za.webp,"[""M""]",true,false,2026-06-30 01:02:31.437547+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/c64a2d10-5e96-406c-88d1-a5d4171de0b9/1782924055822-qad2m7.webp"", ""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/c64a2d10-5e96-406c-88d1-a5d4171de0b9/1783461598837-1lu7za.webp""]","[""hoodies""]",4
cd419770-2540-4e80-b705-260a5d0a5ad2,Hoodie Legendary Whitetails Snowcap Camo – Unisex,hoodies,arriba,65000,,XL - Oversize,Ancho 71cm | Largo 84cm,10/10,https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782842682901-f61g7e/1782843236062-k2pjc7.webp,,"[""XL""]",true,false,2026-06-30 18:14:39.407562+00,"[""https://iifrudupaxcahnopxqcb.supabase.co/storage/v1/object/public/Products/temp-1782842682901-f61g7e/1782843236062-k2pjc7.webp""]","[""hoodies""]",28
